image_name                            , mp_rms   , hamer_rms
EK_0151_P30_07_frame_0000008024_r.jpg , None     ,  454.7739
EK_0151_P30_07_frame_0000008343_r.jpg , 28.7371  ,  247.4152
EK_0151_P30_07_frame_0000009182_l.jpg , 229.4376 ,  632.2349
EK_0151_P30_07_frame_0000009270_r.jpg , 21.0177  ,  541.0287
EK_0151_P30_07_frame_0000009611_l.jpg , 789.3468 ,  327.6960
EK_0151_P30_07_frame_0000009974_r.jpg , None     ,  234.7657
EK_0151_P30_07_frame_0000010992_r.jpg , 16.1149  ,  426.5681
EK_0151_P30_07_frame_0000011382_r.jpg , None     ,  399.2529
EK_0151_P30_07_frame_0000011632_l.jpg , None     ,  586.8217
EK_0151_P30_07_frame_0000011819_l.jpg , 13.3259  ,  366.4771
EK_0151_P30_07_frame_0000011919_l.jpg , 14.5019  ,  350.1055
EK_0151_P30_07_frame_0000012019_l.jpg , 13.4320  ,  346.6069
EK_0151_P30_07_frame_0000013814_l.jpg , 418.3212 ,  439.9421
EK_0151_P30_07_frame_0000013987_r.jpg , None     ,  336.4388
EK_0151_P30_07_frame_0000015046_r.jpg , None     ,  390.8452
EK_frame_0000005422_r.jpg             , None     ,  346.1508
EK_frame_0000005597_l.jpg             , 372.7786 ,  329.8381
EK_frame_0000005647_r.jpg             , 20.2950  ,  609.1079
EK_frame_0000005672_l.jpg             , 19.3064  ,  692.7551
EK_frame_0000005722_r.jpg             , 488.6048 ,  577.1094
EK_frame_0000005747_l.jpg             , 29.4450  ,  640.5461
EK_frame_0000005772_r.jpg             , 339.3979 ,  663.3912
EK_frame_0000005822_l.jpg             , 371.3387 ,  537.7978
EK_frame_0000005936_l.jpg             , 629.2765 ,  592.6298
EK_frame_0000006011_r.jpg             , None     ,  427.3917
EK_frame_0000006086_l.jpg             , 35.7081  ,  713.5869
EK_frame_0000006111_r.jpg             , 68.6454  ,  718.0035
EK_frame_0000006565_r.jpg             , None     ,  563.6027
EK_frame_0000006715_r.jpg             , None     ,  583.8751
EK_frame_0000006971_l.jpg             , None     ,  300.5752
EK_frame_0000007337_l.jpg             , 37.0576  ,  637.5455
EK_frame_0000007563_l.jpg             , 20.2683  ,  606.7657
EK_frame_0000007713_l.jpg             , 13.3166  ,  569.6511
EK_frame_0000008047_l.jpg             , 25.5822  ,  992.4086
EK_frame_0000008172_l.jpg             , 25.0014  ,  539.9727
EK_frame_0000008222_r.jpg             , 549.2413 ,  636.7406
EK_frame_0000008272_r.jpg             , 452.5765 ,  577.6761
EK_frame_0000008388_l.jpg             , 60.4985  ,  988.5718
EK_frame_0000008950_l.jpg             , 19.3358  ,  770.2802
EK_frame_0000008975_l.jpg             , None     ,  482.6122
EK_frame_0000009099_l.jpg             , None     ,  460.6617
EK_frame_0000009124_r.jpg             , None     ,  432.1947
EK_frame_0000009274_l.jpg             , 212.4854 , 1055.7417
EK_frame_0000009299_r.jpg             , 335.1546 ,  480.6183
EK_frame_0000009449_l.jpg             , None     ,  484.9848
EK_frame_0000009674_l.jpg             , 440.9282 ,  304.0306
EK_frame_0000009758_r.jpg             , 414.8664 ,  359.0429
EK_frame_0000009958_l.jpg             , None     ,  493.7239
EK_frame_0000009983_r.jpg             , None     ,  565.0558
EK_frame_0000010333_l.jpg             , 15.9389  ,  543.2417
EK_frame_0000010405_r.jpg             , None     ,  963.8177
EK_frame_0000012582_r.jpg             , None     ,  635.6669
EK_frame_0000017742_l.jpg             , 384.2643 ,  697.2313
EK_frame_0000017767_r.jpg             , 45.3495  ,  594.0643
EK_frame_0000017817_r.jpg             , 28.5498  ,  597.0057
EK_frame_0000017867_r.jpg             , 65.1142  ,  571.4548
EK_frame_0000018042_l.jpg             , 389.1293 ,  613.6345
EK_frame_0000018067_r.jpg             , 42.0687  ,  546.3633
EK_frame_0000018092_r.jpg             , 74.8035  ,  535.1025
EK_frame_0000018117_l.jpg             , 365.6600 ,  717.2200
EK_frame_0000018342_r.jpg             , 57.3564  ,  585.9949
EK_frame_0000018692_r.jpg             , 20.1167  ,  546.5425
EK_frame_0000018892_l.jpg             , 360.6533 ,  641.2154
EK_frame_0000018992_l.jpg             , 357.7405 ,  616.0448
EK_frame_0000019292_r.jpg             , 19.6285  ,  485.8280
EK_frame_0000019392_l.jpg             , 294.3955 ,  600.7900
EK_frame_0000019417_l.jpg             , 346.8462 ,  580.4960
EK_frame_0000019517_l.jpg             , 322.5848 ,  654.0112
EK_frame_0000019567_l.jpg             , 343.9897 ,  587.0701
EK_frame_0000019592_l.jpg             , 330.7690 ,  574.7817
EK_frame_0000019642_l.jpg             , 339.6701 ,  587.5110
EK_frame_0000019692_l.jpg             , 339.8591 ,  587.7213
EK_frame_0000019767_l.jpg             , 16.6854  ,  571.2576
EK_frame_0000019792_l.jpg             , 338.9194 ,  585.9833
EK_frame_0000019817_l.jpg             , 322.0207 ,  604.8640
EK_frame_0000019867_r.jpg             , 436.9387 ,  534.1448
EK_frame_0000019892_l.jpg             , 696.8199 ,  724.9326
EK_frame_0000019942_l.jpg             , None     ,  554.8251
EK_frame_0000019945_r.jpg             , 389.5699 ,  436.3665
EK_frame_0000020149_l.jpg             , None     ,  297.1451
EK_frame_0000020199_l.jpg             , None     ,  315.5622
EK_frame_0000020274_l.jpg             , None     ,  427.8513
EK_frame_0000020299_l.jpg             , None     ,  435.5625
EK_frame_0000020309_r.jpg             , 15.0313  ,  452.1047
EK_frame_0000020484_r.jpg             , None     ,  537.5965
EK_frame_0000020943_l.jpg             , 15.4463  ,  528.1769
EK_frame_0000020968_l.jpg             , 17.5827  ,  586.8935
EK_frame_0000021018_l.jpg             , 18.3656  ,  590.9415
EK_frame_0000021043_l.jpg             , 69.7416  ,  669.1358
EK_frame_0000021068_l.jpg             , 11.5217  ,  718.2333
EK_frame_0000021170_l.jpg             , 17.4271  ,  695.2363
EK_frame_0000021220_l.jpg             , 22.7107  ,  655.8459
EK_frame_0000021270_l.jpg             , 888.3511 ,  405.6936
EK_frame_0000021294_l.jpg             , 11.6456  ,  450.4376
EK_frame_0000021312_r.jpg             , 271.7779 ,  518.3770
EK_frame_0000021362_r.jpg             , 218.7596 ,  397.9698
EK_frame_0000021462_l.jpg             , 18.9868  ,  519.3345
EK_frame_0000021487_l.jpg             , 15.9692  ,  593.3451
EK_frame_0000021512_l.jpg             , 17.9938  ,  509.4894
EK_frame_0000021637_r.jpg             , 15.6764  ,  446.7436
EK_frame_0000021687_r.jpg             , 24.4477  ,  588.6987
EK_frame_0000021762_r.jpg             , 43.5639  ,  717.3356
EK_frame_0000021812_l.jpg             , 15.7652  ,  540.5223
EK_frame_0000021837_l.jpg             , 33.9060  ,  550.4921
EK_frame_0000022237_r.jpg             , 16.3418  ,  498.4715
EK_frame_0000022262_r.jpg             , 266.3218 ,  690.5461
EK_frame_0000022287_l.jpg             , 34.7853  ,  515.4435
EK_frame_0000022462_l.jpg             , 24.8504  ,  578.8586
EK_frame_0000022637_r.jpg             , 286.3706 ,  344.9635
EK_frame_0000022662_r.jpg             , 232.8741 ,  440.5432
EK_frame_0000022862_r.jpg             , 214.1036 ,  396.8587
EK_frame_0000022962_l.jpg             , None     ,  495.8575
EK_frame_0000023137_r.jpg             , 10.9968  ,  417.2935
EK_frame_0000023187_r.jpg             , None     ,  577.5686
EK_frame_0000035803_l.jpg             , 9.7090   ,  418.1623
EK_frame_0000036189_r.jpg             , 19.4037  ,  517.8359
EK_frame_0000036339_r.jpg             , 10.3330  ,  308.7368
EK_frame_0000036687_r.jpg             , None     ,  613.2518
EK_frame_0000036962_l.jpg             , None     ,  471.8647
EK_frame_0000037285_r.jpg             , 888.3484 ,  834.4638
EK_frame_0000037360_l.jpg             , None     ,  462.5610
EK_frame_0000037385_r.jpg             , None     ,  562.7853
EK_frame_0000037516_l.jpg             , 10.4749  ,  258.2983
EK_frame_0000037591_l.jpg             , None     ,  337.0974
EK_frame_0000037641_l.jpg             , 19.3055  ,  560.0424
EK_frame_0000037870_l.jpg             , None     ,  282.9960
EK_frame_0000037963_l.jpg             , None     ,  380.2139
EK_frame_0000037967_l.jpg             , None     ,  344.2868
EK_frame_0000037992_r.jpg             , 46.5812  ,  357.1958
EK_frame_0000038467_l.jpg             , 20.7764  ,  537.8779
EK_frame_0000038492_r.jpg             , None     ,  410.8886
EK_frame_0000040362_l.jpg             , None     ,  500.8449
EK_frame_0000040437_l.jpg             , 42.9498  ,  528.2908
EK_frame_0000040512_l.jpg             , None     ,  421.6380
EK_frame_0000040519_l.jpg             , None     ,  440.9907
ND_0-A_ctkz_oE_frame001501_r.jpg      , None     ,  582.4249
ND_0-A_ctkz_oE_frame003601_l.jpg      , 15.6815  ,  659.1501
ND_0-XHYZEsKsc_frame006301_l.jpg      , 8.4834   ,  241.3657
ND_0-XHYZEsKsc_frame006601_l.jpg      , None     ,  294.8227
ND_0-XHYZEsKsc_frame007501_r.jpg      , None     ,  219.5220
ND_0-XHYZEsKsc_frame007801_l.jpg      , 9.7701   ,  280.6690
ND_0-XHYZEsKsc_frame011701_r.jpg      , None     ,  578.1918
ND_0-XHYZEsKsc_frame024001_l.jpg      , 348.1449 ,  107.2110
ND_00qLGPDZHlc_frame006878_r.jpg      , None     ,  236.4082
ND_012aJGlYN0U_frame004251_l.jpg      , None     ,  817.7863
ND_02_9ZhQH-EI_frame000300_l.jpg      , 13.6950  ,  330.6996
ND_07XUGC7rcdI_frame002869_l.jpg      , None     ,  151.2738
ND_07XUGC7rcdI_frame005976_r.jpg      , None     ,  146.9929
ND_07XUGC7rcdI_frame006693_r.jpg      , None     ,  147.7199
ND_07XUGC7rcdI_frame008127_l.jpg      , None     ,  157.7634
ND_07XUGC7rcdI_frame010756_l.jpg      , None     ,  702.7258
ND_07XUGC7rcdI_frame019360_l.jpg      , None     ,  151.8451
ND_07XUGC7rcdI_frame028203_r.jpg      , None     ,  632.7082
ND_07XUGC7rcdI_frame029637_r.jpg      , None     ,  111.0335
ND_0CnNVmyf0qc_frame000898_r.jpg      , 6.3423   ,   99.4924
ND_0CnNVmyf0qc_frame001496_r.jpg      , None     ,  120.5200
ND_0CnNVmyf0qc_frame010466_l.jpg      , 397.2029 ,  287.2526
ND_0CnNVmyf0qc_frame014353_l.jpg      , None     ,  729.7785
ND_0CnNVmyf0qc_frame016745_r.jpg      , 13.3049  ,  180.7840
ND_0CvgG8zJwSc_frame000301_l.jpg      , None     ,  869.9132
ND_0O9qhuAfe44_frame004751_r.jpg      , 27.4170  ,  772.5912
ND_0REJGoRM1Mw_frame003888_r.jpg      , None     ,  632.4379
ND_0WQSn-PUZtY_frame005682_r.jpg      , None     ,  711.2143
ND_0WQSn-PUZtY_frame009270_r.jpg      , 17.7104  ,  621.0221
ND_0ajS_Ji-eUY_frame016751_r.jpg      , None     ,  153.8232
ND_0ajS_Ji-eUY_frame022001_r.jpg      , None     ,   72.4595
ND_0hf8Dcl5Ex0_frame000301_r.jpg      , 11.3986  ,  236.0756
ND_0kQJXG_ISc4_frame002001_l.jpg      , None     , 1033.9646
ND_0kxPUGKUbIQ_frame003251_r.jpg      , 46.7406  ,  895.1312
ND_0kxPUGKUbIQ_frame006501_r.jpg      , None     ,  854.4957
ND_0lhArpF5Vsc_frame005383_l.jpg      , None     ,  153.1216
ND_0qcs_fgPj3g_frame028751_r.jpg      , 44.9051  ,  405.3001
ND_12_KRcVpDJE_frame000001_r.jpg      , None     ,  174.2236
ND_1JthTZfRWvo_frame000001_r.jpg      , None     ,  306.1803
ND_1JthTZfRWvo_frame000300_l.jpg      , 73.2168  ,  154.1186
ND_1UHBwkyWu8w_frame001501_r.jpg      , None     , 1185.8572
ND_1UHBwkyWu8w_frame007801_l.jpg      , None     , 1230.0951
ND_1ZIcsG-9PkQ_frame000601_l.jpg      , None     ,  799.5682
ND_1d7Bzrqr5TI_frame011251_l.jpg      , 59.3722  , 1000.0598
ND_1dxACounNRE_frame017044_r.jpg      , 23.8434  ,  860.6352
ND_1dxACounNRE_frame023024_r.jpg      , None     ,  776.3640
ND_1dxACounNRE_frame029303_l.jpg      , None     ,  584.2487
ND_1fAq474jxLA_frame006454_l.jpg      , 340.9077 ,  245.2983
ND_1fAq474jxLA_frame006693_r.jpg      , 14.0071  ,  306.2948
ND_1fAq474jxLA_frame006932_l.jpg      , 468.3156 ,  275.5018
ND_1fAq474jxLA_frame010278_l.jpg      , None     ,  627.1641
ND_1fN9ZTh7-t8_frame001501_l.jpg      , None     ,  804.0238
ND_1h1SQNAtwTE_frame001501_l.jpg      , None     , 1052.0570
ND_1jZJW8Rdl8I_frame000251_l.jpg      , None     , 1143.3042
ND_1kD4M3B9t68_frame000301_l.jpg      , 12.2636  ,  260.8089
ND_1lre1rD0fZE_frame001801_l.jpg      , None     ,   44.6483
ND_1lre1rD0fZE_frame004801_l.jpg      , None     ,  545.6496
ND_1lre1rD0fZE_frame016501_r.jpg      , 657.8773 ,  147.0795
ND_1n988ZbdIwc_frame008373_r.jpg      , 30.9122  ,  947.2712
ND_1y30oBpiYK4_frame000751_l.jpg      , 393.3122 ,  183.7454
ND_1y30oBpiYK4_frame002501_l.jpg      , 5.6757   ,  164.9159
ND_1y30oBpiYK4_frame002751_l.jpg      , 214.9926 ,  156.0360
ND_1y30oBpiYK4_frame013251_r.jpg      , 8.8328   ,  175.8533
ND_1y30oBpiYK4_frame013501_l.jpg      , 69.9810  , 1154.9608
ND_22notxXFw4M_frame007801_r.jpg      , 10.4475  ,  295.5010
ND_29hHg2US7j8_frame001496_l.jpg      , None     ,   22.7531
ND_29hHg2US7j8_frame011961_l.jpg      , None     ,   82.9316
ND_2AsZewJTyjQ_frame007441_r.jpg      , 67.3296  ,  752.2982
ND_2DxDyTzNZ7Y_frame000481_l.jpg      , None     ,  148.7942
ND_2Eqb379XW1o_frame000300_l.jpg      , None     ,  577.9950
ND_2KfrcHAWz0U_frame002101_r.jpg      , None     ,  659.6614
ND_2LCTdBkLn3o_frame008373_l.jpg      , None     ,  476.6760
ND_2LCTdBkLn3o_frame016446_l.jpg      , None     ,  474.6456
ND_2LCTdBkLn3o_frame026313_l.jpg      , None     ,  443.5324
ND_2LCTdBkLn3o_frame031695_r.jpg      , None     ,  314.5462
ND_2WLrDcbQXyo_frame015601_r.jpg      , None     , 1614.6232
ND_2Yg-G5Ar-z4_frame002751_l.jpg      , 168.5240 ,  191.8802
ND_2Yg-G5Ar-z4_frame003501_r.jpg      , 381.6187 ,  548.1194
ND_2Yg-G5Ar-z4_frame007751_r.jpg      , 6.2703   ,  214.5685
ND_2jZlt_JB0CQ_frame000957_r.jpg      , None     ,  107.4827
ND_2jZlt_JB0CQ_frame001196_l.jpg      , 217.2118 ,  211.8416
ND_2kbVNHTDXlw_frame001321_l.jpg      , None     ,  925.2305
ND_2ue7tmgxWCE_frame000301_r.jpg      , None     ,  144.9861
ND_2ue7tmgxWCE_frame003001_l.jpg      , 9.2327   ,  403.0922
ND_2ue7tmgxWCE_frame011401_l.jpg      , 623.2062 ,  498.6951
ND_2ue7tmgxWCE_frame021001_l.jpg      , 12.9703  ,  358.6316
ND_2ue7tmgxWCE_frame021901_r.jpg      , 88.6462  ,  340.0027
ND_2ue7tmgxWCE_frame033301_l.jpg      , 18.9863  ,  526.1045
ND_2ue7tmgxWCE_frame034201_r.jpg      , 22.6810  ,  855.7110
ND_2yb2rtwlm9U_frame000301_r.jpg      , None     ,  317.4437
ND_3-p6y8WAXWY_frame019801_r.jpg      , None     ,  110.5360
ND_3-p6y8WAXWY_frame023101_r.jpg      , None     ,  136.9865
ND_3-p6y8WAXWY_frame032401_l.jpg      , None     ,  134.9511
ND_3-tEjTl7Lzk_frame001751_l.jpg      , None     ,  127.2306
ND_3-tEjTl7Lzk_frame003001_l.jpg      , 207.8380 ,  105.9349
ND_3-tEjTl7Lzk_frame009751_l.jpg      , None     ,  113.2404
ND_306wcl_ZdIs_frame001196_l.jpg      , None     , 1794.0228
ND_306wcl_ZdIs_frame002391_r.jpg      , 111.1165 ,  131.3954
ND_321FfAhcQfs_frame002991_l.jpg      , 5.5764   ,  103.4188
ND_34pjUmmqYMI_frame001161_r.jpg      , None     ,  705.3270
ND_35g_wSAfJCk_frame000001_r.jpg      , None     ,  282.6590
ND_35g_wSAfJCk_frame000300_l.jpg      , None     ,  257.9801
ND_3MIx2xsfays_frame002501_l.jpg      , 2001.9116,  644.9503
ND_3PqKwAmblrs_frame000901_l.jpg      , None     ,  595.9264
ND_3PqKwAmblrs_frame002701_l.jpg      , None     ,  707.3395
ND_3Pyo3m3Ib3M_frame007501_l.jpg      , 964.6789 ,  179.3094
ND_3Pyo3m3Ib3M_frame023501_r.jpg      , 249.0469 ,  191.0071
ND_3Pyo3m3Ib3M_frame035251_l.jpg      , None     ,  128.3739
ND_3ey3cr5iCIs_frame003589_l.jpg      , None     ,   90.3150
ND_3ey3cr5iCIs_frame021828_l.jpg      , 16.8184  ,  418.4671
ND_3i4ZRWVgImA_frame008373_r.jpg      , None     , 1251.9969
ND_3i4ZRWVgImA_frame014951_l.jpg      , None     , 1455.4705
ND_3j8ZyZDI_aU_frame002991_l.jpg      , None     ,  146.5046
ND_3j8ZyZDI_aU_frame009569_r.jpg      , None     ,  125.5493
ND_3slanOu0FwM_frame001201_r.jpg      , None     , 1361.2860
ND_41Glwpi3-Xc_frame003601_l.jpg      , 24.0524  ,  645.2966
ND_41Glwpi3-Xc_frame006961_l.jpg      , None     ,  686.6935
ND_45pu-sgaTqM_frame003888_l.jpg      , None     , 1036.0132
ND_46W1Sz9D0jM_frame000301_r.jpg      , None     , 1228.4547
ND_47_XQJhKK9o_frame000898_r.jpg      , 52.6112  , 1245.0869
ND_4EZvuwRQdA4_frame000901_l.jpg      , None     ,  698.6132
ND_4Jg5I2DhCH4_frame004501_l.jpg      , None     , 1164.5549
ND_4RsI9OAusyM_frame003601_r.jpg      , None     ,  696.6188
ND_4ZZlqGRhyjs_frame000718_l.jpg      , None     ,  455.3326
ND_4ZZlqGRhyjs_frame003108_l.jpg      , None     ,  287.3313
ND_4_jQxIS8_ao_frame004486_l.jpg      , None     , 1375.4586
ND_4iGS873sCno_frame000001_l.jpg      , 42.7277  ,  337.7976
ND_4iGS873sCno_frame021230_r.jpg      , 325.5418 ,  204.1710
ND_4iGS873sCno_frame021529_r.jpg      , None     ,  114.3463
ND_4l22-sl19H4_frame000300_r.jpg      , 135.2847 ,  195.0959
ND_4xKGfdtb35A_frame008751_r.jpg      , 355.4798 ,  297.9307
ND_4xKGfdtb35A_frame010251_r.jpg      , None     ,  738.3261
ND_4y_z_MYWlwM_frame002094_r.jpg      , None     ,  811.9569
ND_4zpQMLhotBA_frame003601_l.jpg      , None     ,   73.7639
ND_4zpQMLhotBA_frame003901_l.jpg      , None     ,  152.6682
ND_4zpQMLhotBA_frame009601_l.jpg      , 703.3166 ,  386.1206
ND_4zpQMLhotBA_frame010801_l.jpg      , 18.7662  ,  372.4733
ND_5-CHNb4RBzg_frame000599_l.jpg      , 23.9189  ,  634.5939
ND_52-uPg-0MAo_frame006579_l.jpg      , None     , 1883.7252
ND_58bdMYmFypc_frame000429_l.jpg      , None     ,  455.8883
ND_5A6IqEKGP9o_frame002094_r.jpg      , None     , 1038.9030
ND_5KO3Jdyutps_frame001251_l.jpg      , None     , 1956.0714
ND_5NUoDswdnqI_frame000301_l.jpg      , 12.5981  ,  278.6771
ND_5NUoDswdnqI_frame001201_r.jpg      , None     ,  374.3263
ND_5NoNXynn5Bw_frame002393_l.jpg      , None     ,  254.3080
ND_5NoNXynn5Bw_frame011363_r.jpg      , 263.0070 ,  164.4483
ND_5NoNXynn5Bw_frame012559_r.jpg      , 43.0936  ,  200.7510
ND_5NoNXynn5Bw_frame020632_l.jpg      , 146.7538 ,  182.1572
ND_5ST7PNK212E_frame000721_r.jpg      , 21.1586  ,  739.2737
ND_5ST7PNK212E_frame000961_r.jpg      , 29.7109  ,  923.8493
ND_5ST7PNK212E_frame013441_r.jpg      , None     ,  472.6543
ND_5ST7PNK212E_frame021121_l.jpg      , 551.0251 ,  683.1210
ND_5d0i8NS9KvQ_frame003290_l.jpg      , 28.9777  ,  891.6097
ND_5ey_BkEQ01s_frame008971_l.jpg      , None     , 1534.4968
ND_5ey_BkEQ01s_frame034685_r.jpg      , None     ,  968.7671
ND_5hDWXOXdxVg_frame001496_r.jpg      , None     , 1434.6107
ND_5hDWXOXdxVg_frame003589_l.jpg      , 69.6331  ,  669.9224
ND_5j5kR-CE_bk_frame000300_l.jpg      , 15.6417  ,  262.2070
ND_5j5kR-CE_bk_frame010466_l.jpg      , None     ,  164.7971
ND_5maf47_pK6c_frame007476_r.jpg      , None     ,  206.3352
ND_5maf47_pK6c_frame008373_r.jpg      , None     ,  244.8511
ND_5maf47_pK6c_frame009569_r.jpg      , None     ,  573.3818
ND_5maf47_pK6c_frame036479_r.jpg      , 13.7483  ,  429.1604
ND_5maf47_pK6c_frame049934_r.jpg      , 20.4542  ,  414.6819
ND_5maf47_pK6c_frame050233_r.jpg      , 13.5171  ,  375.2349
ND_5maf47_pK6c_frame050532_r.jpg      , 8.0121   ,  340.3438
ND_63h8xKFNUi0_frame004486_l.jpg      , 146.2947 ,  220.0272
ND_641knlQf9sA_frame000501_l.jpg      , None     ,   46.5306
ND_679TMrVY9A4_frame005383_l.jpg      , None     , 1655.3700
ND_67lwx0sDaPY_frame004064_l.jpg      , 46.2776  ,  844.7704
ND_68b5SL6ukCA_frame003601_r.jpg      , None     ,  832.1982
ND_6DCHnM_l14c_frame000301_r.jpg      , None     , 2202.9080
ND_6DCHnM_l14c_frame000601_r.jpg      , None     ,  816.8012
ND_6EtPj2ADssk_frame000957_l.jpg      , None     , 1193.5822
ND_6EtPj2ADssk_frame001196_l.jpg      , 11.2796  ,  282.8897
ND_6FREzBqadqM_frame000301_r.jpg      , None     , 1143.9053
ND_6IdsAKDNB4s_frame000599_l.jpg      , 524.3524 ,  226.9940
ND_6IdsAKDNB4s_frame000898_r.jpg      , 11.1458  ,  216.5052
ND_6IdsAKDNB4s_frame006280_r.jpg      , None     ,  912.2728
ND_6dSrSRVIKVM_frame004187_r.jpg      , None     ,  996.8976
ND_6dSrSRVIKVM_frame004486_r.jpg      , 35.5603  ,  389.3298
ND_6gTfFMO12Ig_frame000001_l.jpg      , None     ,  278.5036
ND_6peF5hXz8PQ_frame002094_l.jpg      , None     , 1240.6238
ND_6r2XbLF9A-c_frame004194_l.jpg      , 170.0759 ,  289.3169
ND_6r2XbLF9A-c_frame005991_l.jpg      , 172.4499 ,  137.7551
ND_6r2XbLF9A-c_frame008986_l.jpg      , 9.0179   ,  391.6545
ND_6r2XbLF9A-c_frame011981_r.jpg      , 20.4568  ,  338.1958
ND_6r2XbLF9A-c_frame013179_r.jpg      , 312.2491 ,  218.5743
ND_6r2XbLF9A-c_frame014377_r.jpg      , 9.4428   ,  283.6151
ND_6r2XbLF9A-c_frame014976_r.jpg      , 162.6461 ,  216.5344
ND_6u16qudA9GI_frame001795_l.jpg      , None     ,  156.3880
ND_6xXnuZaeBxg_frame001251_r.jpg      , None     ,  682.0161
ND_6xXnuZaeBxg_frame002751_r.jpg      , 223.9268 ,  445.1471
ND_6xXnuZaeBxg_frame003501_r.jpg      , None     ,  133.8005
ND_73kCoVnL4ac_frame004801_r.jpg      , 8.2842   ,  468.7993
ND_73kCoVnL4ac_frame011701_r.jpg      , None     ,  511.7379
ND_73kCoVnL4ac_frame026701_l.jpg      , 58.2815  ,  896.1708
ND_73kCoVnL4ac_frame031801_r.jpg      , 80.6338  ,  413.9280
ND_74extqgChkA_frame000721_r.jpg      , 470.6062 ,  280.5809
ND_74extqgChkA_frame000961_r.jpg      , 14.6113  ,  701.6777
ND_775ELLuCEdw_frame000901_l.jpg      , None     ,   43.2314
ND_775ELLuCEdw_frame016501_l.jpg      , None     ,   50.1392
ND_784sK2vadfw_frame000901_l.jpg      , None     ,  236.7107
ND_784sK2vadfw_frame003001_l.jpg      , 55.4730  ,  440.0799
ND_7DY_agzeyn4_frame007775_r.jpg      , 1314.1427,  849.7341
ND_7DY_agzeyn4_frame011363_r.jpg      , None     , 1135.5988
ND_7PNs9dNO3tU_frame004187_r.jpg      , 6.4273   ,  313.8003
ND_7Rn1xsOPowg_frame000001_r.jpg      , 16.5116  ,  275.0556
ND_7buWIULbjis_frame003825_r.jpg      , 631.4701 ,  519.3956
ND_7jOlCH5nc3g_frame001251_l.jpg      , 36.8599  ,  810.1808
ND_7jOlCH5nc3g_frame008251_l.jpg      , 9.1910   ,  152.0745
ND_7la9mZttnOs_frame000898_l.jpg      , 65.4449  , 1222.3365
ND_7oSKGcApCoM_frame004785_l.jpg      , None     ,  154.9674
ND_7oSKGcApCoM_frame006878_r.jpg      , None     ,  198.3053
ND_7oSKGcApCoM_frame009270_r.jpg      , None     ,  165.9261
ND_7wwZuka0f_c_frame000251_l.jpg      , 494.3631 ,  254.9407
ND_7wwZuka0f_c_frame011501_r.jpg      , 9.2774   ,  166.0930
ND_82062f4x_IE_frame005383_r.jpg      , 225.1904 ,  307.8159
ND_86gHTpFZBvM_frame002996_r.jpg      , 122.7904 , 1888.5186
ND_86gHTpFZBvM_frame005392_l.jpg      , None     , 1311.6992
ND_86gHTpFZBvM_frame035941_r.jpg      , None     ,  597.3873
ND_86gHTpFZBvM_frame041931_r.jpg      , None     ,  760.1190
ND_86gHTpFZBvM_frame043728_r.jpg      , 9.8148   ,  379.4127
ND_86gHTpFZBvM_frame045525_l.jpg      , 83.6603  ,  295.3283
ND_87zqp3R54YQ_frame000300_r.jpg      , None     ,  133.8753
ND_87zqp3R54YQ_frame018240_l.jpg      , None     ,  496.1501
ND_87zqp3R54YQ_frame026612_l.jpg      , 3.7659   ,   83.8479
ND_87zqp3R54YQ_frame031097_l.jpg      , 7.2782   ,  176.1305
ND_87zqp3R54YQ_frame033788_l.jpg      , None     ,  147.1387
ND_89M9PT6Kmd8_frame000501_l.jpg      , 17.2368  ,  486.0914
ND_8NkoRkhCAnU_frame000599_l.jpg      , 437.0185 ,  422.0616
ND_8NkoRkhCAnU_frame002393_l.jpg      , None     ,  108.6146
ND_8NkoRkhCAnU_frame003589_l.jpg      , None     ,  229.2873
ND_8NkoRkhCAnU_frame006878_r.jpg      , 5.2947   ,  219.5048
ND_8Udzbz2PuTE_frame000895_l.jpg      , 6.5213   ,  239.1094
ND_8Udzbz2PuTE_frame001193_r.jpg      , 16.6997  ,  308.1572
ND_8Udzbz2PuTE_frame001789_l.jpg      , 5.9296   ,  157.7286
ND_8Udzbz2PuTE_frame002087_r.jpg      , 6.1534   ,  150.9759
ND_8Udzbz2PuTE_frame003875_l.jpg      , 54.0332  ,  138.4266
ND_8fRxamj-yEY_frame000898_r.jpg      , None     ,  193.0305
ND_8fRxamj-yEY_frame004187_r.jpg      , 10.6034  ,  243.7883
ND_8fRxamj-yEY_frame012858_r.jpg      , 178.4554 ,  143.6757
ND_8inYaJUPVE0_frame001801_l.jpg      , None     , 1586.9045
ND_8xzutlyuouc_frame000001_r.jpg      , 18.1811  ,  721.1633
ND_8xzutlyuouc_frame000601_r.jpg      , 446.3460 ,  647.4741
ND_8zpyU5PmIiI_frame000251_r.jpg      , None     , 1018.7740
ND_8zpyU5PmIiI_frame000501_r.jpg      , 42.5634  ,  942.9230
ND_8zpyU5PmIiI_frame002001_l.jpg      , 526.2500 ,  617.5244
ND_9DBUFeYPDWc_frame000898_r.jpg      , None     ,  423.0059
ND_9DBUFeYPDWc_frame001197_r.jpg      , 14.4744  ,  336.1630
ND_9DBUFeYPDWc_frame001496_r.jpg      , None     ,  268.8600
ND_9DBUFeYPDWc_frame001795_l.jpg      , 353.8895 ,  492.7804
ND_9DBUFeYPDWc_frame009569_r.jpg      , 313.0574 ,  253.5600
